"Artcle-URI","Article-Title","Acupoints-Extracted","Acupoints-Normalized","Acupoints-Mapped","Acupoints-Unmappable","Acupoints_TARA_IDs","Comment for internal use (CORE)","Comment from TEAM-Core","Comment","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1245/s10434-012-2759-7","A Phase II, Randomized, Controlled Trial of Acupuncture for Reduction of Postcolectomy Ileus","ST 36, PC 6, LI 4, SP 6, SP 9, ST 25, auricular shenmen","ST 36, PC 6, LI 4, SP 6, SP 9, ST 25, ear shenmen","ST 36, PC 6, LI 4, SP 6, SP 9, ST 25","ear shenmen","TARA:6463344, TARA:4311153, TARA:0859695, TARA:4385250, TARA:3553465, TARA:5717468","","fixed auricular to ear","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1186/1472-6882-14-255","A pilot controlled trial of a combination of dense cranial electroacupuncture stimulation and body acupuncture for post-stroke depression","LI 4, LI 11, ST 36, LR 3, GV 20, EX-HN 3, EX-HN 1, GB 15, GB 8, EX-HN 5, ST 8","LI 4, LI 11, ST 36, LR 3, GV 20, EX-HN 3, EX-HN 1, GB 15, GB 8, EX-HN 5, ST 8","LI 4, LI 11, ST 36, LR 3, GV 20, Yintang, Sishencong, GB 15, GB 8, Taiyang, ST 8","","TARA:0859695, TARA:8923096, TARA:6463344, TARA:6499349, TARA:3386254, TARA:3135569, TARA:9610280, TARA:6739423, TARA:5363236, TARA:9534465, TARA:9946635","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1089/10755530152755180","A Pilot Project to Assess the Methodological Issues Involved in Evaluating Acupuncture as a Treatment for Disabling Breathlessness","Ren 20, Ren 21, Li4","Ren 20, Ren 21, Li4","CV 20, CV 21, LI 4","","TARA:0726105, TARA:1450183, TARA:0859695","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1097/SGA.0b013e3181b2c920","A Pilot Randomized Controlled Trial of Acupuncture/Moxibustion","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1097/gme.0b013e31821f9171","A pilot randomized, single  blind, placebo  control led trial of traditional acupuncture for vasomotor symptoms and mechanistic pathways of menopause","GV 20, Pericardium 6, Heart 7, Liver 3, Large intestine 4, Large intestine 11, Kidney 3, Spleen 6, Stomach 36, Ren 17, Ren 6, GV 14, Urinary bladder 15, Urinary bladder 18, Urinary bladder 20, Urinary bladder 23, Gallbladder 34, Kidney 3","Governor vessel 20, Pericardium 6, Heart 7, Liver 3, Large intestine 4, Large intestine 11, Kidney 3, Spleen 6, Stomach 36, Ren 17, Ren  6, Governing vessel 14, Urinary bladder 15, Urinary bladder 18, Urinary bladder 20, Urinary bladder 23, Gallbladder 34, Kidney 3","GV 20, PC 6, HT 7, LR 3, LI 4, LI 11, KI 3, SP 6, ST 36, CV 17, CV 6, BL 15, BL 18, BL 20, BL 23, GB 34, KI 3","Governing vessel 14","TARA:3386254, TARA:4311153, TARA:2442762, TARA:6499349, TARA:0859695, TARA:8923096, TARA:4362146, TARA:4385250, TARA:6463344, TARA:3472408, TARA:8833337, TARA:5797983, TARA:9655874, TARA:3283628, TARA:0992296, TARA:8758950, TARA:4362146","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1007/s10067-007-0759-y","A pilot study of acupuncture as adjunctive treatment of rheumatoid arthritis","EX 1, PC6, IG4, EX 28, CV 12, CV 6, ST 36, SP 6, LV 3, UB 20, UB 22, UB 23, GV 4, GV 14, UB 11, UB60","Yintang, PC6, CV 12, CV 6, ST 36, SP 6, LR 3, UB 20, UB 22, UB 23, GV 4, GV 14, UB 11, UB60","Yintang, PC 6, CV 12, CV 6, ST 36, SP 6, LR 3, BL 20, BL 22, BL 23, GV 4, GV 14, BL 11, BL 60","","TARA:3135569, TARA:4311153, TARA:0434959, TARA:8833337, TARA:6463344, TARA:4385250, TARA:6499349, TARA:3283628, TARA:3963382, TARA:0992296, TARA:8557069, TARA:8452754, TARA:1985889, TARA:5047947","","IG4, EX 28 unknown","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/aim.14.1.11","A Pilot Study of Acupuncture for Tension Headache, Using a Novel Placebo","C8 20, C8 21, YintanS, Taiyang, C8 14, Ll 4","C8 20, C8 21, YintanS, Taiyang, C8 14, Ll 4","Taiyang","C8 20, C8 21, YintanS, C8 14, Ll 4","TARA:9534465","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1177/1534735414534729","A Pilot Study of Acupuncture in Treating Bortezomib-Induced Peripheral Neuropathy in Patients With Multiple Myeloma","shen men, point zero, LI 4, TE 5, LI 11, ST 40, Ba Feng","shen men, point zero, LI 4, TE 5, LI 11, ST 40, Ba Feng","HT 7, LI 4, TE 5, LI 11, ST 40, Bafeng","point zero","TARA:2442762, TARA:0859695, TARA:8393005, TARA:8923096, TARA:9531666, TARA:6659923","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1186/1749-8546-3-2","A pilot study on using acupuncture and transcutaneous electrical nerve stimulation (TENS) to treat knee osteoarthritis (OA)","ST 34, ST 35, ST 36, SP 9, SP 10, GB 34","ST 34, ST 35, ST 36, SP 9, SP 10, GB 34","ST 34, ST 35, ST 36, SP 9, SP 10, GB 34","","TARA:8773594, TARA:2454652, TARA:6463344, TARA:3553465, TARA:8433932, TARA:8758950","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.ctcp.2008.09.003","A pilot study on using acupuncture and transcutaneous electrical nerve stimulation to treat chronic non-specific low back pain","BL 23, BL 25, BL 32, BL 40, BL 60, GB 30, GB 34","BL 23, BL 25, BL 32, BL 40, BL 60, GB 30, GB 34","BL 23, BL 25, BL 32, BL 40, BL 60, GB 30, GB 34","","TARA:0992296, TARA:0906448, TARA:6742407, TARA:5290080, TARA:5047947, TARA:9378285, TARA:8758950","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.4102/sajp.v70i2.268","A pilot study on using acupunture and core stability exercises to treat non-specific acute low back paun among industrial workers","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1089/acm.2007.0738","A Pilot Whole Systems Clinical Trial of Traditional Chinese Medicine and Naturopathic Medicine for the Treatment of Temporomandibular Disorders","ST 7, ST 6, GB 20, GB 21, Yintang, LI 4, LV 3","ST 7, ST 6, GB 20, GB 21, Yintang, LI 4, LV 3","ST 7, ST 6, GB 20, GB 21, Yintang, LI 4, LR 3","","TARA:2990862, TARA:7834226, TARA:2324295, TARA:5389461, TARA:3135569, TARA:0859695, TARA:6499349","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.jvoice.2009.05.005","A Preliminary Study of the Effect of Acupuncture on Emotional Stress in Female Dysphonic Speakers","LI 4, LU 7, REN 23, ST 9, KI 6","LI 4, LU 7, REN 23, ST 9, KI 6","LI 4, LU 7, CV 23, ST 9, KI 6","","TARA:0859695, TARA:3515622, TARA:5804897, TARA:6890771, TARA:2108622","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/aim.22.1.2","A proposed experimental model of myofascial trigger points in human muscle after slow eccentric exercise","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/aim.2009.000638","A prospective randomised controlled study on efficacies of acupuncture and steroid in treatment of idiopathic peripheral facial paralysis","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.fertnstert.2009.02.041","A prospective randomized placebo-controlled study of the effect of acupuncture in infertile patients with severe oligoasthenozoospermia","ST 36, SP 6, KI 3, LIV 3, BL 23, BL 32, ST 29, SP 10, Ren 4","ST 36, SP 6, KI 3, LIV 3, BL 23, BL 32, ST 29, SP 10, Ren 4","ST 36, SP 6, KI 3, LR 3, BL 23, BL 32, ST 29, SP 10, CV 4","","TARA:6463344, TARA:4385250, TARA:4362146, TARA:6499349, TARA:0992296, TARA:6742407, TARA:5873796, TARA:8433932, TARA:9921528","","","","","","","","","","","","","","","","","","","","",""
"https://pubmed.ncbi.nlm.nih.gov/10830757.0/","A prospective randomized study comparing acupuncture with physiotherapy for low back and pelvic pain in pregnancy","Bl 26, Bl 27, Bl 28, Bl 29, Bl 30, Bl 60, Cw 2","Bl 26, Bl 27, Bl 28, Bl 29, Bl 30, Bl 60, Cw 2","BL 26, BL 27, BL 28, BL 29, BL 30, BL 60","Cw 2","TARA:4384020, TARA:6929444, TARA:5318530, TARA:3079460, TARA:9128934, TARA:5047947","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1093/humrep/14.10.2480","A prospective randomized study of electro-acupuncture versus alfentanil as anaesthesia during oocyte aspiration in in-vitro fertilization","LI 4, TE 5, ST 29, GV 20, ST 36","LI 4, TE 5, ST 29, GV 20, ST 36","LI 4, TE 5, ST 29, GV 20, ST 36","","TARA:0859695, TARA:8393005, TARA:5873796, TARA:3386254, TARA:6463344","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1097/01.ju.0000044925.03113.ab","A prospective, randomized pilot trial of acupuncture of the kidney-bladder distinct meridian for lower urinary tract symptoms","kidney 10, bladder 40, bladder 10, bladder 32, governor vessel 1","kidney 10, bladder 40, bladder 10, bladder 32, governor vessel 1","KI 10, BL 40, BL 10, BL 32, GV 1","","TARA:8716769, TARA:5290080, TARA:0242146, TARA:6742407, TARA:3865403","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1097/00007632-198909000-00008","A Prospective, Randomized, Double-Blind Evaluation of Trigger-Point Injection — Therapy for Low-Back Pain","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/bmj.38932.806134.7C","A randomised controlled trial of acupuncture care for persistent low back pain: cost effectiveness analysis","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.ejca.2013.09.022","A randomised trial of electro-acupuncture for arthralgia related to aromatase inhibitor use","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.midw.2006.02.003","A randomised-control led trial in Sweden of acupuncture and care interventions for the relief of inflammatory symptoms of the breast during lactation","HT 3, GB 21, SP 6","HT 3, GB 21, SP 6","HT 3, GB 21, SP 6","","TARA:2385378, TARA:5389461, TARA:4385250","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.midw.2006.02.003","A randomised-controlled trial in Sweden of acupuncture and care interventions for the relief of inflammatory symptoms of the breast during lactation","HT 3, GB 21, SP 6","HT 3, GB 21, SP 6","HT 3, GB 21, SP 6","","TARA:2385378, TARA:5389461, TARA:4385250","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.ctim.2010.09.005","A randomised, placebo-controlled trial of manual and electrical acupuncture for the treatment of tinnitus","GB 8, TE 17, GB 2, GB 20, GV 20, TE 3, ST 36","GB 8, TE 17, GB 2, GB 20, GV 20, TE 3, ST 36","GB 8, TE 17, GB 2, GB 20, GV 20, TE 3, ST 36","","TARA:5363236, TARA:6615149, TARA:2849795, TARA:2324295, TARA:3386254, TARA:5356503, TARA:6463344","","","","","","","","","","","","","","","","","","","","",""
"uri not found","A Randomized and Comparative Study on Vascular Dementia Treated by Needling Remaining at Head Points","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.7326/0003-4819-143-1-200507050-00005","A Randomized Clinical Trial of Acupuncture Compared with Sham Acupuncture in Fibromyalgia","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.jpain.2010.09.001","A Randomized Clinical Trial of Acupuncture Versus Oral Steroids for Carpal Tunnel Syndrome: A Long-Term Follow-Up","PC 7, PC 6","PC 7, PC 6","PC 7, PC 6","","TARA:9020892, TARA:4311153","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/S0304-3959(99)00027-5","A randomized comparative trial of acupuncture versus transcutaneous electrical nerve stimulation for chronic back pain in the elderly","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/S1726-4901(08)70014-5","A Randomized Controlled Clinical Trial of Auricular Acupuncture in Smoking Cessation","Shen Men, Sympathetic, Mouth, Lung, Eye, Elbow, Shoulder, Knee","Shen Men, Sympathetic, Mouth, Lung, Eye, Elbow, Shoulder, Knee","HT 7","Sympathetic, Mouth, Lung, Eye, Elbow, Shoulder, Knee","TARA:2442762","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.fertnstert.2006.02.100","A randomized controlled pilot study of acupuncture for postmenopausal hot flashes: effect on nocturnal hot flashes and sleep quality","Kd 3, Sp 6, Ren 4, Kd 6, Lu 7, GB 20, Lv 3, St 40, LI 11, Ren 12, Ren 15, Ht 6, Sp 4, P 6, Lv 2, UB 23, UB 20, UB 52, Kd 7, Ren 14, Ht 7, UB 15, St 36, Sp 3","Kd 3, Sp 6, Ren 4, Kd 6, Lu 7, GB 20, Lv 3, St 40, LI 11, Ren 12, Ren 15, Ht 6, Sp 4, P 6, Lv 2, UB 23, UB 20, UB 52, Kd 7, Ren 14, Ht 7, UB 15, St 36, Sp 3","KI 3, SP 6, CV 4, KI 6, LU 7, GB 20, LR 3, ST 40, LI 11, CV 12, CV 15, HT 6, SP 4, PC 6, LR 2, BL 23, BL 20, BL 52, KI 7, CV 14, HT 7, BL 15, ST 36, SP 3","","TARA:4362146, TARA:4385250, TARA:9921528, TARA:2108622, TARA:3515622, TARA:2324295, TARA:6499349, TARA:9531666, TARA:8923096, TARA:0434959, TARA:7624267, TARA:6421594, TARA:7407065, TARA:4311153, TARA:6862058, TARA:0992296, TARA:3283628, TARA:7228895, TARA:9881298, TARA:4823591, TARA:2442762, TARA:5797983, TARA:6463344, TARA:3003448","","","","","","","","","","","","","","","","","","","","",""
"https://pubmed.ncbi.nlm.nih.gov/12855628.0/","A Randomized Controlled Single Blind Chemotherapy and Autologous Peripheral Blood Stem Cell at P6 as Additional Antiemetic Prophylaxis in High Dose Effect of Acupuncture Compared with Placebo Acupuncture","P 6","P 6","PC 6","","TARA:4311153","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.2340/16501977-0216","A randomized controlled trial of acupuncture added to usual treatment for fibromyalgia","EX-HN 3, LR 3, LI 4, PC 6, GB 34, SP 6","EX-HN 3, LR 3, LI 4, PC 6, GB 34, SP 6","Yintang, LR 3, LI 4, PC 6, GB 34, SP 6","","TARA:3135569, TARA:6499349, TARA:0859695, TARA:4311153, TARA:8758950, TARA:4385250","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1080/14767050600730740","A randomized controlled trial of acupuncture for initiation of labor in nulliparous women","LI 4, SP 6, BL 31, BL 32","LI 4, SP 6, BL 31, BL 32","LI 4, SP 6, BL 31, BL 32","","TARA:0859695, TARA:4385250, TARA:2465151, TARA:6742407","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1002/acr.20225","A Randomized Controlled Trial of Acupuncture for Osteoarthritis of the Knee: Effects of Patient-Provider Communication","Xi Yan, He Ding, GB 34, Sp 6, Sp 9, Ear-Knee, Ashi points proximal to the knee, AC-LE-1, AC-LE-2, AC-LE-3, AC-LE-4, SI 7, AC-UE-1","Xi Yan, He Ding, GB 34, Sp 6, Sp 9, Ear-Knee, Ashi points proximal to the knee, AC-LE-1, AC-LE-2, AC-LE-3, AC-LE-4, SI 7, AC-UE-1","Xiyan, Heding, GB 34, SP 6, SP 9, SI 7","Ear-Knee, Ashi points proximal to the knee, AC-LE-1, AC-LE-2, AC-LE-3, AC-LE-4, AC-UE-1","TARA:0926802, TARA:3748376, TARA:8758950, TARA:4385250, TARA:3553465, TARA:1051162","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.ijcard.2014.07.011","A randomized controlled trial of acupuncture in stable ischemic heart disease patients","PC 6, PC 4, HT 7, Ren 17, LI 4, LIV 3, ST 36, SP 6","PC 6, PC 4, HT 7, Ren 17, LI 4, LIV 3, ST 36, SP 6","PC 6, PC 4, HT 7, CV 17, LI 4, LR 3, ST 36, SP 6","","TARA:4311153, TARA:2645290, TARA:2442762, TARA:3472408, TARA:0859695, TARA:6499349, TARA:6463344, TARA:4385250","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.ctim.2015.01.005","A randomized controlled trial of auricular acupressure in heart rate variability and quality of life for hypertension","shenmen, sympathesis, kidney, liver, heart, subcortex","ear shenmen, sympathesis, kidney, liver, heart, subcortex","","ear shenmen, sympathesis, kidney, liver, heart, subcortex","","","added ""ear"", other points are also ear","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1001/archinte.160.15.2305","A Randomized Controlled Trial of Auricular Acupuncture for Cocaine Dependence","Sympathetic, Lung, Liver, Shen men","Sympathetic, Lung, Liver, Shen men","HT 7","Sympathetic, Lung, Liver","TARA:2442762","","Add ""Auricular lung point, Auricular sympathetic point, Auricular liver point"" to the list","Does Shenmen here refers to HT 7 or Auricular Shenmen? ","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.ctcp.2013.10.009","A randomized controlled trial of electroacupuncture at body acupoints and Fenglong for regulating serum lipids in dyslipidemic patients in Thailand","RN 4, RN 6, RN 10, RN 12, ST 24, ST 25, ST 28, ST 21, SP 15, SP 14, ST 36, SP 6, ST 40","RN 4, RN 6, RN 10, RN 12, ST 24, ST 25, ST 28, ST 21, SP 15, SP 14, ST 36, SP 6, ST 40","CV 4, CV 6, CV 10, CV 12, ST 24, ST 25, ST 28, ST 21, SP 15, SP 14, ST 36, SP 6, ST 40","","TARA:9921528, TARA:8833337, TARA:1822260, TARA:0434959, TARA:1211048, TARA:5717468, TARA:5017471, TARA:1654197, TARA:4679170, TARA:1992799, TARA:6463344, TARA:4385250, TARA:9531666","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1111/pme.12392","A Randomized Controlled Trial of Single Point Acupuncture in Primary Dysmenorrhea","SP 6, GB 39","SP 6, GB 39","SP 6, GB 39","","TARA:4385250, TARA:3770332","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1159/000110308","A Randomized Controlled Trial on the Treatment for Acute Partial Ischemic Stroke with Acupuncture","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1093/humrep/den380","A randomized double blind comparison of real and placebo acupuncture in IVF treatment","PC 6, SP 8, LR 3, GV 20, ST 29, ST 36, SP 6, SP 10, LI 4","PC 6, SP 8, LR 3, GV 20, ST 29, ST 36, SP 6, SP 10, LI 4","PC 6, SP 8, LR 3, GV 20, ST 29, ST 36, SP 6, SP 10, LI 4","","TARA:4311153, TARA:6848518, TARA:6499349, TARA:3386254, TARA:5873796, TARA:6463344, TARA:4385250, TARA:8433932, TARA:0859695","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.3109/02770903.2010.485665","A Randomized Pilot Study of Acupuncture as an Adjunct Therapy in Adult Asthmatic Patients","CV 22, LUS, ST 40, BL 13, EXB 1, Dingchuan","CV 22, LUS, ST 40, BL 13, EXB 1, Dingchuan","CV 22, ST 40, BL 13, Dingchuan, Dingchuan","LUS","TARA:6472655, TARA:9531666, TARA:6050541, TARA:8009041, TARA:8009041","","Check if LUS is misspelled for LU 5","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.ejogrb.2013.02.016","A randomized pilot study of acupuncture treatment for primary dysmenorrhea","HT 7, PC 6, LI 4, LI 10, SP 6, LR 3, ST 36, GB 26, SP 15, Zigong, Ren 4","HT 7, PC 6, LI 4, LI 10, SP 6, LR 3, ST 36, GB 26, SP 15, Zigong, Ren 4","HT 7, PC 6, LI 4, LI 10, SP 6, LR 3, ST 36, GB 26, SP 15, CV 19, CV 4","","TARA:2442762, TARA:4311153, TARA:0859695, TARA:0742938, TARA:4385250, TARA:6499349, TARA:6463344, TARA:8088170, TARA:4679170, TARA:5928999, TARA:9921528","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.jvoice.2004.11.007","A Randomized Treatment-Placebo Study of the Effectiveness of Acupuncture for Benign Vocal Pathologies","Renyin, Lieque, Zhaohai, Houxi, Kunlun","Renyin, Lieque, Zhaohai, Houxi, Kunlun","LU 7, KI 6, SI 3, BL 60","Renyin","TARA:3515622, TARA:2108622, TARA:0220496, TARA:5047947","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1097/BRS.0b013e31821bf674","A Randomized Trial Comparing Acupuncture and Simulated Acupuncture for Subacute and Chronic Whiplash","GB 39, GB 20, LI 14, S 16","GB 39, GB 20, LI 14, S 16","GB 39, GB 20, LI 14, ST 16","","TARA:3770332, TARA:2324295, TARA:3744150, TARA:4611734","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1001/archinternmed.2009.65","A Randomized Trial Comparing Acupuncture, Simulated Acupuncture, and Usual Care for Chronic Low Back Pain","Du 3, Bladder 23, low back ashi point, Bladder 40, Kidney 3","Du 3, Bladder 23, low back ashi point, Bladder 40, Kidney 3","GV 3, BL 23, BL 40, KI 3","low back ashi point","TARA:8807122, TARA:0992296, TARA:5290080, TARA:4362146","","add ""Ashi"" as an extra point to list","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1093/rheumatology/38.4.346","A randomized trial of acupuncture as an adjunctive therapy in osteoarthritis of the knee","GB 34, Sp 9, St 36, St 35, Xiyan, UB 60, GB 39, Sp 6, Kid 3","GB 34, Sp 9, St 36, St 35, Xiyan, UB 60, GB 39, Sp 6, Kid 3","GB 34, SP 9, ST 36, ST 35, Xiyan, BL 60, GB 39, SP 6, KI 3","","TARA:8758950, TARA:3553465, TARA:6463344, TARA:2454652, TARA:0926802, TARA:5047947, TARA:3770332, TARA:4385250, TARA:4362146","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.ctim.2010.02.002","A randomized trial of acupuncture for vasomotor symptoms in post-menopausal women","UB 23, UB 20, UB 15, UB 17, Du 9, Du 4, Sp 9, Sp 6, Lu 7, Ki 6, Ki 3, Ki 7, H 6, H 7, Liv 3, Du 24, GB 20","UB 23, UB 20, UB 15, UB 17, Du 9, Du 4, Sp 9, Sp 6, Lu 7, Ki 6, Ki 3, Ki 7, H 6, H 7, Liv 3, Du 24, GB 20","BL 23, BL 20, BL 15, BL 17, GV 9, GV 4, SP 9, SP 6, LU 7, KI 6, KI 3, KI 7, HT 6, HT 7, LR 3, GV 24, GB 20","","TARA:0992296, TARA:3283628, TARA:5797983, TARA:1124682, TARA:8982235, TARA:8557069, TARA:3553465, TARA:4385250, TARA:3515622, TARA:2108622, TARA:4362146, TARA:9881298, TARA:6421594, TARA:2442762, TARA:6499349, TARA:7679931, TARA:2324295","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1097/gme.0b013e31816d5b03","A randomized, controlled pilot study of acupuncture treatment for menopausal hot flashes","CV 4, KI 3, SP 6, BL 23, HT 6, KI 7","CV 4, KI 3, SP 6, BL 23, HT 6, KI 7","CV 4, KI 3, SP 6, BL 23, HT 6, KI 7","","TARA:9921528, TARA:4362146, TARA:4385250, TARA:0992296, TARA:6421594, TARA:9881298","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1111/j.1526-4610.2005.00235.x","A Randomized, Controlled Trial of Acupuncture for Chronic Daily Headache","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://pubmed.ncbi.nlm.nih.gov/24755566.0/","A randomized, controlled trial of acupuncture for chronic low back pain","UB 23, UB 25, UB 60, SI 3, BL 24, UB 36, UB 57, BL 37, BL 40, GB 12, GB 26, GB 30, GB 34, GB 39, GB 36, GB 41, ST 4, ST 36, GV 3, GV 4, GV 5, GV 24, GV 20, GV 26, PC 6, SP 4, SI 3, BL 62, KD 6, TE 5, LU 7, GB 41","UB 23, UB 25, UB 60, SI 3, BL 24, UB 36, UB 57, BL 37, BL 40, GB 12, GB 26, GB 30, GB 34, GB 39, GB 36, GB 41, ST 4, ST 36, GV 3, GV 4, GV 5, GV 24, GV 20, GV 26, PC 6, SP 4, SI 3, BL 62, KD 6, TE 5, LU 7, GB 41","BL 23, BL 25, BL 60, SI 3, BL 24, BL 36, BL 57, BL 37, BL 40, GB 12, GB 26, GB 30, GB 34, GB 39, GB 36, GB 41, ST 4, ST 36, GV 3, GV 4, GV 5, GV 24, GV 20, GV 26, PC 6, SP 4, SI 3, BL 62, KI 6, TE 5, LU 7, GB 41","","TARA:0992296, TARA:0906448, TARA:5047947, TARA:0220496, TARA:7357260, TARA:9927213, TARA:4589241, TARA:2678584, TARA:5290080, TARA:1031890, TARA:8088170, TARA:9378285, TARA:8758950, TARA:3770332, TARA:1144697, TARA:3668538, TARA:1429314, TARA:6463344, TARA:8807122, TARA:8557069, TARA:1697302, TARA:7679931, TARA:3386254, TARA:0829128, TARA:4311153, TARA:7407065, TARA:0220496, TARA:1628341, TARA:2108622, TARA:8393005, TARA:3515622, TARA:3668538","","","","","","","","","","","","","","","","","","","","",""
