"Acupoint","WHO Location","Identified Locations","Identified Locations URI","Relation","Reference",""
"BL 49","","Eleventh Thoracic Vertebra","http://purl.obolibrary.org/obo/UBERON_0004635","TARA:locatedInRelationTo","",""
"BL 49","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"BL 50","In the upper back region, at the same level as the inferior border of the spinous process of the 12th thoracic vertebra (T12), 3 B-cun lateral to the posterior median line. Note: BL50 and BL21 are located at the same level as the inferior border of the spinous process of the 12th thoracic vertebra (T12).","Upper Back","http://purl.obolibrary.org/obo/UBERON_0008231","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 124",""
"BL 50","","Twelfth Thoracic Vertebra","http://purl.obolibrary.org/obo/UBERON_0004636","TARA:locatedInRelationTo","",""
"BL 50","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"BL 51","In the lumbar region, at the same level as the inferior border of the spinous process of the first lumbar vertebra (L1), 3 B-cun lateral to the posterior median line. Note: BL51, BL22 and GV5 are located at the same level as the inferior border of the spinous process of the first lumbar vertebra (L1).","Lumbar Region","http://purl.obolibrary.org/obo/UBERON_0005462","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 125",""
"BL 51","","First Lumbar Vertebra","http://purl.obolibrary.org/obo/UBERON_0004617","TARA:locatedInRelationTo","",""
"BL 51","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"BL 52","In the lumbar region, at the same level as the inferior border of the spinous process of the second lumbar vertebra (L2), 3 B-cun lateral to the posterior median line. Note: BL52, BL23 and GV4 are located at the same level as the inferior border of the spinous process of the second lumbar vertebra (L2).","Lumbar Region","http://purl.obolibrary.org/obo/UBERON_0005462","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 125",""
"BL 52","","Second Lumbar Vertebra","http://purl.obolibrary.org/obo/UBERON_0004618","TARA:locatedInRelationTo","",""
"BL 52","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"BL 53","In the buttock region, at the same level as the second posterior sacral foramen, 3 B-cun lateral to the median sacral crest. Note: BL53, BL28 and BL32 are located at the same level as the second posterior sacral foramen.","Buttock","http://purl.obolibrary.org/obo/UBERON_0013691","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 126",""
"BL 53","","Second Posterior Sacral Foramen","http://uri.interlex.org/base/ilx_0795314","TARA:locatedInRelationTo","",""
"BL 53","","Median Sacral Crest","http://uri.interlex.org/base/ilx_0741680","TARA:locatedInRelationTo","",""
"BL 54","In the buttock region, at the same level as the fourth posterior sacral foramen, 3 B-cun lateral to the median sacral crest. Note: 3 B-cun lateral to the sacral hiatus, at the same level as BL 30.","Buttock","http://purl.obolibrary.org/obo/UBERON_0013691","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 126",""
"BL 54","","Fourth Posterior Sacral Foramen","http://uri.interlex.org/base/ilx_0795316","TARA:locatedInRelationTo","",""
"BL 54","","Median Sacral Crest","http://uri.interlex.org/base/ilx_0741680","TARA:locatedInRelationTo","",""
"BL 54","","Sacral Hiatus","http://purl.org/sig/ont/fma/fma31732","TARA:locatedInRelationTo","",""
"BL 55","On the posterior aspect of the leg, between the lateral head and medial head of the gastrocnemius muscle, 2 B-cun distal to the popliteal crease. Note: 2 B-cun distal to BL40, on the line connecting BL40 with BL57.","Leg","http://purl.obolibrary.org/obo/UBERON_0003823","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 127",""
"BL 55","","Gastrocnemius Muscle","http://purl.obolibrary.org/obo/UBERON_0001388","TARA:locatedInRelationTo","",""
"BL 55","","Popliteal Crease","http://uri.interlex.org/base/ilx_0795330","TARA:locatedInRelationTo","",""
"BL 56","On the posterior aspect of the leg, between the two muscle bellies of the gastrocnemius muscle, 5 B-cun distal to the popliteal crease. Note: Midway between BL55 and BL57.","Leg","http://purl.obolibrary.org/obo/UBERON_0003823","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 127",""
"BL 56","","Gastrocnemius Muscle","http://purl.obolibrary.org/obo/UBERON_0001388","TARA:locatedInRelationTo","",""
"BL 56","","Popliteal Crease","http://uri.interlex.org/base/ilx_0795330","TARA:locatedInRelationTo","",""
"BL 57","On the posterior aspect of the leg, at the connecting point of the calcaneal tendon with the two muscle bellies of the gastrocnemius muscle. Note: With the leg stretched (plantar flexion) or the heel up, BL57 is located at the sharp angled depression inferior to the muscle belly of the gastrocnemius muscle. the two heads of the gastrocnemius muscle are separated to make a lambda shape (Λ).","Leg","http://purl.obolibrary.org/obo/UBERON_0003823","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 128",""
"BL 57","","Calcaneal Tendon","http://purl.obolibrary.org/obo/UBERON_0003701","TARA:locatedInRelationTo","",""
"BL 57","","Gastrocnemius Muscle","http://purl.obolibrary.org/obo/UBERON_0001388","TARA:locatedInRelationTo","",""
"BL 58","On the posterolateral aspect of the leg, between the inferior border of the lateral head of the gastrocnemius muscle and the calcaneal tendon, at the same level as 7 B-cun proximal to BL60. Note: BL58 is located 1 B-cun lateral and distal to BL57, proximal to BL60.","Leg","http://purl.obolibrary.org/obo/UBERON_0003823","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 128",""
"BL 58","","Gastrocnemius Muscle","http://purl.obolibrary.org/obo/UBERON_0001388","TARA:locatedInRelationTo","",""
"BL 58","","Calcaneal Tendon","http://purl.obolibrary.org/obo/UBERON_0003701","TARA:locatedInRelationTo","",""
"BL 59","On the posterolateral aspect of the leg, between the fibula and the calcaneal tendon, at the same level as 3 B-cun proximal to BL60.","Leg","http://purl.obolibrary.org/obo/UBERON_0003823","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 129",""
"BL 59","","Fibula","http://purl.obolibrary.org/obo/UBERON_0001446","TARA:locatedInRelationTo","",""
"BL 59","","Calcaneal Tendon","http://purl.obolibrary.org/obo/UBERON_0003701","TARA:locatedInRelationTo","",""
"BL 60","On the posterolateral aspect of the ankle, in the depression between the prominence of the lateral malleolus and the calcaneal tendon.","Ankle","http://purl.obolibrary.org/obo/UBERON_0004454","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 129",""
"BL 60","","Lateral Malleolus","http://purl.obolibrary.org/obo/UBERON_0012291","TARA:locatedInRelationTo","",""
"BL 60","","Calcaneal Tendon","http://purl.obolibrary.org/obo/UBERON_0003701","TARA:locatedInRelationTo","",""
"BL 61","On the lateral aspect of the foot, distal to BL60, lateral to the calcaneus, at the border between the red and white flesh.","Foot","http://purl.obolibrary.org/obo/UBERON_0002387","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 130",""
"BL 61","","Calcaneus","http://purl.obolibrary.org/obo/UBERON_0001450","TARA:locatedInRelationTo","",""
"BL 62","On the lateral aspect of the foot, directly inferior to the prominence of the lateral malleolus, in the depression between the inferior border of the lateral malleolus and the calcaneus. Note: BL62 is located in the depression distal to the inferior border of the lateral malleolus. the corresponding medial acupuncture point to BL 62 is KI6.","Foot","http://purl.obolibrary.org/obo/UBERON_0002387","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 130",""
"BL 62","","Lateral Malleolus","http://purl.obolibrary.org/obo/UBERON_0012291","TARA:locatedInRelationTo","",""
"BL 62","","Calcaneus","http://purl.obolibrary.org/obo/UBERON_0001450","TARA:locatedInRelationTo","",""
"BL 63","On the dorsum of the foot, distal to the anterior border of the lateral malleolus, posterior to the tuberosity of the fifth metatarsal bone, in the depression inferior to the cuboid bone.","Foot","http://purl.obolibrary.org/obo/UBERON_0002387","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 131",""
"BL 63","","Lateral Malleolus","http://purl.obolibrary.org/obo/UBERON_0012291","TARA:locatedInRelationTo","",""
"BL 63","","Fifth Metatarsal Bone","http://purl.obolibrary.org/obo/UBERON_0003654","TARA:locatedInRelationTo","",""
"BL 63","","Cuboid Bone","http://purl.obolibrary.org/obo/UBERON_0001455","TARA:locatedInRelationTo","",""
"BL 64","On the lateral aspect of the foot, distal to the tuberosity of the fifth metatarsal bone, at the border between the red and white flesh. Note: The tuberosity of the fifth metatarsal bone is located approximately midway between the heel and the fifth metatarsophalangeal joint.","Foot","http://purl.obolibrary.org/obo/UBERON_0002387","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 131",""
"BL 64","","Fifth Metatarsal Bone","http://purl.obolibrary.org/obo/UBERON_0003654","TARA:locatedInRelationTo","",""
"BL 64","","Metatarsophalangeal Joint Of Pedal Digit 5","http://purl.obolibrary.org/obo/UBERON_0007762","TARA:locatedInRelationTo","",""
"BL 65","On the lateral aspect of the foot, in the depression proximal to the fifth metatarsophalangeal joint, at the border between the red and white flesh.","Foot","http://purl.obolibrary.org/obo/UBERON_0002387","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 132",""
"BL 65","","Metatarsophalangeal Joint Of Pedal Digit 5","http://purl.obolibrary.org/obo/UBERON_0007762","TARA:locatedInRelationTo","",""
"BL 66","On the little toe, in the depression distal and lateral to the fifth metatarsophalangeal joint, at the border between the red and white flesh.","Little Toe","http://purl.obolibrary.org/obo/UBERON_0003635","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 132",""
"BL 66","","Metatarsophalangeal Joint Of Pedal Digit 5","http://purl.obolibrary.org/obo/UBERON_0007762","TARA:locatedInRelationTo","",""
"BL 67","On the little toe, lateral to the distal phalanx, 0.1 f-cun proximal to the lateral corner of the toenail; at the intersection of the vertical line of the lateral side of the nail and the horizontal line of the base of the toenail.","Little Toe","http://purl.obolibrary.org/obo/UBERON_0003635","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 133",""
"BL 67","","Toenail","http://purl.obolibrary.org/obo/UBERON_0009567","TARA:locatedInRelationTo","",""
"KI 1","On the sole of the foot, in the deepest depression of the sole when the toes are flexed. Note: When the toes are flexed, KI1 is located approximately in the depression at the junction of the anterior one third and the posterior two thirds of the line connecting the heel with the web margin between the bases of the second and third toes.","Sole Of The Foot","http://purl.obolibrary.org/obo/UBERON_0008338","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 136",""
"KI 1","","Pedal Digit 2","http://purl.obolibrary.org/obo/UBERON_0003632","TARA:locatedInRelationTo","",""
"KI 1","","Pedal Digit 3","http://purl.obolibrary.org/obo/UBERON_0003633","TARA:locatedInRelationTo","",""
"KI 2","On the medial aspect of the foot, inferior to the tuberosity of the navicular bone, at the border between the red and white flesh.","Foot","http://purl.obolibrary.org/obo/UBERON_0002387","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 136",""
"KI 2","","Navicular Bone","http://purl.obolibrary.org/obo/UBERON_0010759","TARA:locatedInRelationTo","",""
"KI 3","On the posteromedial aspect of the ankle, in the depression between the prominence of the medial malleolus and the calcaneal tendon.","Ankle","http://purl.obolibrary.org/obo/UBERON_0004454","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 137",""
"KI 3","","Medial Malleolus","http://uri.interlex.org/base/ilx_0795305","TARA:locatedInRelationTo","",""
"KI 3","","Calcaneal Tendon","http://purl.obolibrary.org/obo/UBERON_0003701","TARA:locatedInRelationTo","",""
"KI 4","On the medial aspect of the foot, posteroinferior to the medial malleolus, superior to the calcaneus, in the depression anterior to the medial attachment of the calcaneal tendon.","Foot","http://purl.obolibrary.org/obo/UBERON_0002387","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 137",""
"KI 4","","Medial Malleolus","http://uri.interlex.org/base/ilx_0795305","TARA:locatedInRelationTo","",""
"KI 4","","Calcaneus","http://purl.obolibrary.org/obo/UBERON_0001450","TARA:locatedInRelationTo","",""
"KI 4","","Calcaneal Tendon","http://purl.obolibrary.org/obo/UBERON_0003701","TARA:locatedInRelationTo","",""
"KI 5","On the medial aspect of the foot, 1 B-cun inferior to KI3, in the depression anterior to the calcaneal tuberosity.","Foot","http://purl.obolibrary.org/obo/UBERON_0002387","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 138",""
"KI 5","","Calcaneal Tuberosity","http://purl.obolibrary.org/obo/UBERON_7500094","TARA:locatedInRelationTo","",""
"KI 6","On the medial aspect of the foot, 1 B-cun inferior to the prominence of the medial malleolus, in the depression inferior to the medial malleolus. Note: The corresponding lateral point to KI6 is BL62.","Foot","http://purl.obolibrary.org/obo/UBERON_0002387","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 138",""
"KI 6","","Medial Malleolus","http://uri.interlex.org/base/ilx_0795305","TARA:locatedInRelationTo","",""
"KI 7","On the posteromedial aspect of the leg, anterior to the calcaneal tendon, 2 B-cun superior to the prominence of the medial malleolus. Note: At the same level and posterior to KI8.","Leg","http://purl.obolibrary.org/obo/UBERON_0003823","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 139",""
"KI 7","","Calcaneal Tendon","http://purl.obolibrary.org/obo/UBERON_0003701","TARA:locatedInRelationTo","",""
"KI 7","","Medial Malleolus","http://uri.interlex.org/base/ilx_0795305","TARA:locatedInRelationTo","",""
"KI 8","On the medial aspect of the leg, in the depression posterior to the medial border of the tibial bone, 2 B-cun superior to the prominence of the medial malleolus. Note: 0.5 B-cun anterior to KI7.","Leg","http://purl.obolibrary.org/obo/UBERON_0003823","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 139",""
"KI 8","","Tibia","http://purl.obolibrary.org/obo/UBERON_0000979","TARA:locatedInRelationTo","",""
"KI 8","","Medial Malleolus","http://uri.interlex.org/base/ilx_0795305","TARA:locatedInRelationTo","",""
"KI 9","On the posteromedial aspect of the leg, between the soleus muscle and the calcaneal tendon, 5 B-cun superior to the prominence of the medial malleolus. Note 1: With the knee flexed and the leg stretched (plantar flexion) against resistance, the soleus muscle can be seen more clearly along the medial border of the tibia bone. Note 2: At the same level as LR5, on the line connecting KI3 with KI10.","Leg","http://purl.obolibrary.org/obo/UBERON_0003823","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 140",""
"KI 9","","Soleus Muscle","http://purl.obolibrary.org/obo/UBERON_0001389","TARA:locatedInRelationTo","",""
"KI 9","","Calcaneal Tendon","http://purl.obolibrary.org/obo/UBERON_0003701","TARA:locatedInRelationTo","",""
"KI 9","","Medial Malleolus","http://uri.interlex.org/base/ilx_0795305","TARA:locatedInRelationTo","",""
"KI 9","","Tibia","http://purl.obolibrary.org/obo/UBERON_0000979","TARA:locatedInRelationTo","",""
"KI 10","On the posteromedial aspect of the knee, just lateral to the semitendinosus tendon, in the popliteal crease.","Knee","http://purl.obolibrary.org/obo/UBERON_0001465","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 140",""
"KI 10","","Semitendinosus Tendon","http://purl.obolibrary.org/obo/UBERON_8480009","TARA:locatedInRelationTo","",""
"KI 10","","Popliteal Crease","http://uri.interlex.org/base/ilx_0795330","TARA:locatedInRelationTo","",""
"KI 11","On the lower abdomen, 5 B-cun inferior to the centre of the umbilicus, 0.5 B-cun lateral to the anterior median line.","Lower Abdomen","http://uri.interlex.org/base/ilx_0795303","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 141",""
"KI 11","","Umbilicus","http://purl.obolibrary.org/obo/UBERON_0007118","TARA:locatedInRelationTo","",""
"KI 11","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"KI 12","On the lower abdomen, 4 B-cun inferior to the centre of the umbilicus, 0.5 B-cun lateral to the anterior median line.","Lower Abdomen","http://uri.interlex.org/base/ilx_0795303","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 141",""
"KI 12","","Umbilicus","http://purl.obolibrary.org/obo/UBERON_0007118","TARA:locatedInRelationTo","",""
"KI 12","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"KI 13","On the lower abdomen, 3 B-cun inferior to the centre of the umbilicus, 0.5 B-cun lateral to the anterior median line.","Lower Abdomen","http://uri.interlex.org/base/ilx_0795303","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 142",""
"KI 13","","Umbilicus","http://purl.obolibrary.org/obo/UBERON_0007118","TARA:locatedInRelationTo","",""
"KI 13","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"KI 14","On the lower abdomen, 2 B-cun inferior to the centre of the umbilicus, 0.5 B-cun lateral to the anterior median line.","Lower Abdomen","http://uri.interlex.org/base/ilx_0795303","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 142",""
"KI 14","","Umbilicus","http://purl.obolibrary.org/obo/UBERON_0007118","TARA:locatedInRelationTo","",""
"KI 14","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"KI 15","On the lower abdomen, 1 B-cun inferior to umbilicus, 0.5 B-cun lateral to the anterior median line.","Lower Abdomen","http://uri.interlex.org/base/ilx_0795303","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 143",""
"KI 15","","Umbilicus","http://purl.obolibrary.org/obo/UBERON_0007118","TARA:locatedInRelationTo","",""
"KI 15","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"KI 16","On the upper abdomen, 0.5 B-cun lateral to the centre of the umbilicus.","Upper Abdomen","http://uri.interlex.org/base/ilx_0795301","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 143",""
"KI 16","","Umbilicus","http://purl.obolibrary.org/obo/UBERON_0007118","TARA:locatedInRelationTo","",""
"KI 17","On the upper abdomen, 2 B-cun superior to the centre of the umbilicus, 0.5 B-cun lateral to the anterior median line.","Upper Abdomen","http://uri.interlex.org/base/ilx_0795301","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 144",""
"KI 17","","Umbilicus","http://purl.obolibrary.org/obo/UBERON_0007118","TARA:locatedInRelationTo","",""
"KI 17","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"KI 18","On the upper abdomen, 3 B-cun superior to the centre of the umbilicus, 0.5 B-cun lateral to the anterior median line.","Upper Abdomen","http://uri.interlex.org/base/ilx_0795301","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 144",""
"KI 18","","Umbilicus","http://purl.obolibrary.org/obo/UBERON_0007118","TARA:locatedInRelationTo","",""
"KI 18","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"KI 19","On the upper abdomen, 4 B-cun superior to the centre of the umbilicus, 0.5 B-cun lateral to the anterior median line.","Upper Abdomen","http://uri.interlex.org/base/ilx_0795301","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 145",""
"KI 19","","Umbilicus","http://purl.obolibrary.org/obo/UBERON_0007118","TARA:locatedInRelationTo","",""
"KI 19","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"KI 20","On the upper abdomen, 5 B-cun superior to the centre of the umbilicus, 0.5 B-cun lateral to the anterior median line.","Upper Abdomen","http://uri.interlex.org/base/ilx_0795301","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 145",""
"KI 20","","Umbilicus","http://purl.obolibrary.org/obo/UBERON_0007118","TARA:locatedInRelationTo","",""
"KI 20","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"KI 21","On the upper abdomen, 6 B-cun superior to the centre of the umbilicus, 0.5 B-cun lateral to the anterior median line.","Upper Abdomen","http://uri.interlex.org/base/ilx_0795301","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 146",""
"KI 21","","Umbilicus","http://purl.obolibrary.org/obo/UBERON_0007118","TARA:locatedInRelationTo","",""
"KI 21","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"KI 22","In the anterior thoracic region, in the fifth intercostal space, 2 B-cun lateral to the anterior median line.","Anterior Thoracic Region","http://purl.obolibrary.org/obo/UBERON_0016416","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 146",""
"KI 22","","Fifth Intercostal Space","http://uri.interlex.org/base/ilx_0795299","TARA:locatedInRelationTo","",""
"KI 22","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"KI 23","In the anterior thoracic region, in the fourth intercostal space, 2 B-cun lateral to the anterior median line.","Anterior Thoracic Region","http://purl.obolibrary.org/obo/UBERON_0016416","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 147",""
"KI 23","","Fourth Intercostal Space","http://uri.interlex.org/base/ilx_0795298","TARA:locatedInRelationTo","",""
"KI 23","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"KI 24","In the anterior thoracic region, in the third intercostal space, 2 B-cun lateral to the anterior median line.","Anterior Thoracic Region","http://purl.obolibrary.org/obo/UBERON_0016416","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 147",""
"KI 24","","Third Intercostal Space","http://uri.interlex.org/base/ilx_0795297","TARA:locatedInRelationTo","",""
"KI 24","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"KI 25","In the anterior thoracic region, in the second intercostal space, 2 B-cun lateral to the anterior median line.","Anterior Thoracic Region","http://purl.obolibrary.org/obo/UBERON_0016416","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 148",""
"KI 25","","Second Intercostal Space","http://uri.interlex.org/base/ilx_0795295","TARA:locatedInRelationTo","",""
"KI 25","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"KI 26","In the anterior thoracic region, in the first intercostal space, 2 B-cun lateral to the anterior median line.","Anterior Thoracic Region","http://purl.obolibrary.org/obo/UBERON_0016416","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 148",""
"KI 26","","First Intercostal Space","http://uri.interlex.org/base/ilx_0795283","TARA:locatedInRelationTo","",""
"KI 26","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"KI 27","In the anterior thoracic region, just inferior to the clavicle, 2 B-cun lateral to the anterior median line.","Anterior Thoracic Region","http://purl.obolibrary.org/obo/UBERON_0016416","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 149",""
"KI 27","","Clavicle","http://purl.obolibrary.org/obo/UBERON_0001105","TARA:locatedInRelationTo","",""
"KI 27","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"PC 1","In the anterior thoracic region, in the fourth intercostal space, 5 B-cun lateral to the anterior median line.","Anterior Thoracic Region","http://purl.obolibrary.org/obo/UBERON_0016416","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 152",""
"PC 1","","Fourth Intercostal Space","http://uri.interlex.org/base/ilx_0795298","TARA:locatedInRelationTo","",""
"PC 1","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"PC 2","On the anterior aspect of the arm, between the long head and short head of the biceps brachii muscle, 2 B-cun distal to the anterior axillary fold.","Arm","http://purl.obolibrary.org/obo/UBERON_0001460","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 152",""
"PC 2","","Biceps Brachii Muscle","http://purl.obolibrary.org/obo/UBERON_0001507","TARA:locatedInRelationTo","",""
"PC 2","","Anterior Axillary Fold","http://uri.interlex.org/base/ilx_0795287","TARA:locatedInRelationTo","",""
"PC 3","On the anterior aspect of the elbow, at the cubital crease, in the depression medial to the biceps brachii tendon. Note: When the elbow is flexed at 45 degrees, PC3 is located medial to the biceps brachii tendon.","Elbow","http://purl.obolibrary.org/obo/UBERON_0001461","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 153",""
"PC 3","","Cubital Crease","http://uri.interlex.org/base/ilx_0795332","TARA:locatedInRelationTo","",""
